mutation_id	sample_id	cluster_id	cellular_prevalence	cellular_prevalence_std	cluster_assignment_prob
m25	s1	1	0.38386185405845274	0.023393180129888943	0.999818294988909
m25	s2	1	0.6405093988031261	0.01968780511611772	0.999818294988909
m25	s3	1	0.05000000000000074	6.709958008012069e-9	0.999818294988909
m27	s0	1	0.35341383871009874	0.012620623113809978	0.9999999971992732
m27	s1	1	0.38386185405845274	0.023393180129888943	0.9999999971992732
m27	s2	1	0.6405093988031261	0.01968780511611772	0.9999999971992732
m27	s3	1	0.05000000000000074	6.709958008012069e-9	0.9999999971992732
m28	s0	1	0.35341383871009874	0.012620623113809978	0.9942718500863382
m28	s1	1	0.38386185405845274	0.023393180129888943	0.9942718500863382
m28	s2	1	0.6405093988031261	0.01968780511611772	0.9942718500863382
m28	s3	1	0.05000000000000074	6.709958008012069e-9	0.9942718500863382
m30	s0	1	0.35341383871009874	0.012620623113809978	0.999842806813015
m30	s1	1	0.38386185405845274	0.023393180129888943	0.999842806813015
m30	s2	1	0.6405093988031261	0.01968780511611772	0.999842806813015
m30	s3	1	0.05000000000000074	6.709958008012069e-9	0.999842806813015
m38	s0	1	0.35341383871009874	0.012620623113809978	0.9999999999999023
m38	s1	1	0.38386185405845274	0.023393180129888943	0.9999999999999023
m38	s2	1	0.6405093988031261	0.01968780511611772	0.9999999999999023
m38	s3	1	0.05000000000000074	6.709958008012069e-9	0.9999999999999023
m41	s0	1	0.35341383871009874	0.012620623113809978	0.9999995117865891
m41	s1	1	0.38386185405845274	0.023393180129888943	0.9999995117865891
m41	s2	1	0.6405093988031261	0.01968780511611772	0.9999995117865891
m41	s3	1	0.05000000000000074	6.709958008012069e-9	0.9999995117865891
m43	s0	1	0.35341383871009874	0.012620623113809978	0.999987298210709
m43	s1	1	0.38386185405845274	0.023393180129888943	0.999987298210709
m43	s2	1	0.6405093988031261	0.01968780511611772	0.999987298210709
m43	s3	1	0.05000000000000074	6.709958008012069e-9	0.999987298210709
m46	s0	1	0.35341383871009874	0.012620623113809978	0.9995927119956772
m46	s1	1	0.38386185405845274	0.023393180129888943	0.9995927119956772
m46	s2	1	0.6405093988031261	0.01968780511611772	0.9995927119956772
m46	s3	1	0.05000000000000074	6.709958008012069e-9	0.9995927119956772
m48	s0	1	0.35341383871009874	0.012620623113809978	0.9999999996581632
m48	s1	1	0.38386185405845274	0.023393180129888943	0.9999999996581632
m48	s2	1	0.6405093988031261	0.01968780511611772	0.9999999996581632
m48	s3	1	0.05000000000000074	6.709958008012069e-9	0.9999999996581632
m6	s0	1	0.35341383871009874	0.012620623113809978	0.9999984640218199
m6	s1	1	0.38386185405845274	0.023393180129888943	0.9999984640218199
m6	s2	1	0.6405093988031261	0.01968780511611772	0.9999984640218199
m6	s3	1	0.05000000000000074	6.709958008012069e-9	0.9999984640218199
m69	s0	1	0.35341383871009874	0.012620623113809978	0.9999970397443267
m69	s1	1	0.38386185405845274	0.023393180129888943	0.9999970397443267
m69	s2	1	0.6405093988031261	0.01968780511611772	0.9999970397443267
m69	s3	1	0.05000000000000074	6.709958008012069e-9	0.9999970397443267
m70	s0	1	0.35341383871009874	0.012620623113809978	0.9999983591631857
m70	s1	1	0.38386185405845274	0.023393180129888943	0.9999983591631857
m70	s2	1	0.6405093988031261	0.01968780511611772	0.9999983591631857
m70	s3	1	0.05000000000000074	6.709958008012069e-9	0.9999983591631857
m78	s0	1	0.35341383871009874	0.012620623113809978	0.9957806453765974
m78	s1	1	0.38386185405845274	0.023393180129888943	0.9957806453765974
m78	s2	1	0.6405093988031261	0.01968780511611772	0.9957806453765974
m78	s3	1	0.05000000000000074	6.709958008012069e-9	0.9957806453765974
m79	s0	1	0.35341383871009874	0.012620623113809978	1.0
m79	s1	1	0.38386185405845274	0.023393180129888943	1.0
m79	s2	1	0.6405093988031261	0.01968780511611772	1.0
m79	s3	1	0.05000000000000074	6.709958008012069e-9	1.0
m8	s0	1	0.35341383871009874	0.012620623113809978	0.999938652131415
m8	s1	1	0.38386185405845274	0.023393180129888943	0.999938652131415
m8	s2	1	0.6405093988031261	0.01968780511611772	0.999938652131415
m8	s3	1	0.05000000000000074	6.709958008012069e-9	0.999938652131415
m82	s0	1	0.35341383871009874	0.012620623113809978	0.9999999997663007
m82	s1	1	0.38386185405845274	0.023393180129888943	0.9999999997663007
m82	s2	1	0.6405093988031261	0.01968780511611772	0.9999999997663007
m82	s3	1	0.05000000000000074	6.709958008012069e-9	0.9999999997663007
m86	s0	1	0.35341383871009874	0.012620623113809978	0.9998475831802407
m86	s1	1	0.38386185405845274	0.023393180129888943	0.9998475831802407
m86	s2	1	0.6405093988031261	0.01968780511611772	0.9998475831802407
m86	s3	1	0.05000000000000074	6.709958008012069e-9	0.9998475831802407
m87	s0	1	0.35341383871009874	0.012620623113809978	0.9724885292017889
m87	s1	1	0.38386185405845274	0.023393180129888943	0.9724885292017889
m87	s2	1	0.6405093988031261	0.01968780511611772	0.9724885292017889
m87	s3	1	0.05000000000000074	6.709958008012069e-9	0.9724885292017889
m88	s0	1	0.35341383871009874	0.012620623113809978	0.9999224075986453
m88	s1	1	0.38386185405845274	0.023393180129888943	0.9999224075986453
m88	s2	1	0.6405093988031261	0.01968780511611772	0.9999224075986453
m88	s3	1	0.05000000000000074	6.709958008012069e-9	0.9999224075986453
m9	s0	1	0.35341383871009874	0.012620623113809978	0.9999921039592478
m9	s1	1	0.38386185405845274	0.023393180129888943	0.9999921039592478
m9	s2	1	0.6405093988031261	0.01968780511611772	0.9999921039592478
m9	s3	1	0.05000000000000074	6.709958008012069e-9	0.9999921039592478
m90	s0	1	0.35341383871009874	0.012620623113809978	0.9999929803054909
m90	s1	1	0.38386185405845274	0.023393180129888943	0.9999929803054909
m90	s2	1	0.6405093988031261	0.01968780511611772	0.9999929803054909
m90	s3	1	0.05000000000000074	6.709958008012069e-9	0.9999929803054909
m96	s0	1	0.35341383871009874	0.012620623113809978	1.0
m96	s1	1	0.38386185405845274	0.023393180129888943	1.0
m96	s2	1	0.6405093988031261	0.01968780511611772	1.0
m96	s3	1	0.05000000000000074	6.709958008012069e-9	1.0
m97	s0	1	0.35341383871009874	0.012620623113809978	0.9999967447637731
m97	s1	1	0.38386185405845274	0.023393180129888943	0.9999967447637731
m97	s2	1	0.6405093988031261	0.01968780511611772	0.9999967447637731
m97	s3	1	0.05000000000000074	6.709958008012069e-9	0.9999967447637731
m98	s0	1	0.35341383871009874	0.012620623113809978	0.9988434817929394
m98	s1	1	0.38386185405845274	0.023393180129888943	0.9988434817929394
m98	s2	1	0.6405093988031261	0.01968780511611772	0.9988434817929394
m98	s3	1	0.05000000000000074	6.709958008012069e-9	0.9988434817929394
m1	s0	2	0.5658531904797508	0.024203342975604867	1.0
m1	s1	2	0.482120160955178	0.032784475375451844	1.0
m1	s2	2	0.8996612565540996	0.004973402880396775	1.0
m1	s3	2	0.7529612933968868	0.013478540250428788	1.0
m16	s0	2	0.5658531904797508	0.024203342975604867	1.0
m16	s1	2	0.482120160955178	0.032784475375451844	1.0
m16	s2	2	0.8996612565540996	0.004973402880396775	1.0
m16	s3	2	0.7529612933968868	0.013478540250428788	1.0
m33	s0	2	0.5658531904797508	0.024203342975604867	0.9999999999912887
m33	s1	2	0.482120160955178	0.032784475375451844	0.9999999999912887
m33	s2	2	0.8996612565540996	0.004973402880396775	0.9999999999912887
m33	s3	2	0.7529612933968868	0.013478540250428788	0.9999999999912887
m45	s0	2	0.5658531904797508	0.024203342975604867	0.6598326962646132
m45	s1	2	0.482120160955178	0.032784475375451844	0.6598326962646132
m45	s2	2	0.8996612565540996	0.004973402880396775	0.6598326962646132
m45	s3	2	0.7529612933968868	0.013478540250428788	0.6598326962646132
m49	s0	2	0.5658531904797508	0.024203342975604867	1.0
m49	s1	2	0.482120160955178	0.032784475375451844	1.0
m49	s2	2	0.8996612565540996	0.004973402880396775	1.0
m49	s3	2	0.7529612933968868	0.013478540250428788	1.0
m5	s0	2	0.5658531904797508	0.024203342975604867	0.9999999808622955
m5	s1	2	0.482120160955178	0.032784475375451844	0.9999999808622955
m5	s2	2	0.8996612565540996	0.004973402880396775	0.9999999808622955
m5	s3	2	0.7529612933968868	0.013478540250428788	0.9999999808622955
m56	s0	2	0.5658531904797508	0.024203342975604867	1.0
m56	s1	2	0.482120160955178	0.032784475375451844	1.0
m56	s2	2	0.8996612565540996	0.004973402880396775	1.0
m56	s3	2	0.7529612933968868	0.013478540250428788	1.0
m62	s0	2	0.5658531904797508	0.024203342975604867	0.9999985784352884
m62	s1	2	0.482120160955178	0.032784475375451844	0.9999985784352884
m62	s2	2	0.8996612565540996	0.004973402880396775	0.9999985784352884
m62	s3	2	0.7529612933968868	0.013478540250428788	0.9999985784352884
m63	s0	2	0.5658531904797508	0.024203342975604867	0.9980245347762314
m63	s1	2	0.482120160955178	0.032784475375451844	0.9980245347762314
m63	s2	2	0.8996612565540996	0.004973402880396775	0.9980245347762314
m63	s3	2	0.7529612933968868	0.013478540250428788	0.9980245347762314
m66	s0	2	0.5658531904797508	0.024203342975604867	0.9547760914991257
m66	s1	2	0.482120160955178	0.032784475375451844	0.9547760914991257
m66	s2	2	0.8996612565540996	0.004973402880396775	0.9547760914991257
m66	s3	2	0.7529612933968868	0.013478540250428788	0.9547760914991257
m7	s0	2	0.5658531904797508	0.024203342975604867	0.9999999970390654
m7	s1	2	0.482120160955178	0.032784475375451844	0.9999999970390654
m7	s2	2	0.8996612565540996	0.004973402880396775	0.9999999970390654
m7	s3	2	0.7529612933968868	0.013478540250428788	0.9999999970390654
m77	s0	2	0.5658531904797508	0.024203342975604867	0.9827664182079332
m77	s1	2	0.482120160955178	0.032784475375451844	0.9827664182079332
m77	s2	2	0.8996612565540996	0.004973402880396775	0.9827664182079332
m77	s3	2	0.7529612933968868	0.013478540250428788	0.9827664182079332
m89	s0	2	0.5658531904797508	0.024203342975604867	0.9999999986155679
m89	s1	2	0.482120160955178	0.032784475375451844	0.9999999986155679
m89	s2	2	0.8996612565540996	0.004973402880396775	0.9999999986155679
m89	s3	2	0.7529612933968868	0.013478540250428788	0.9999999986155679
m94	s0	2	0.5658531904797508	0.024203342975604867	0.7371441830684536
m94	s1	2	0.482120160955178	0.032784475375451844	0.7371441830684536
m94	s2	2	0.8996612565540996	0.004973402880396775	0.7371441830684536
m94	s3	2	0.7529612933968868	0.013478540250428788	0.7371441830684536
m95	s0	2	0.5658531904797508	0.024203342975604867	0.9999999999999396
m95	s1	2	0.482120160955178	0.032784475375451844	0.9999999999999396
m95	s2	2	0.8996612565540996	0.004973402880396775	0.9999999999999396
m95	s3	2	0.7529612933968868	0.013478540250428788	0.9999999999999396
m0	s0	3	0.6511395108055155	0.008049388973714003	0.68089931142342
m0	s1	3	0.755179281322838	0.015238680499596402	0.68089931142342
m0	s2	3	0.493557686332572	0.01815305766616713	0.68089931142342
m0	s3	3	0.15003873487249134	0.00191314561166747	0.68089931142342
m10	s0	3	0.6511395108055155	0.008049388973714003	0.9984755874223783
m10	s1	3	0.755179281322838	0.015238680499596402	0.9984755874223783
m10	s2	3	0.493557686332572	0.01815305766616713	0.9984755874223783
m10	s3	3	0.15003873487249134	0.00191314561166747	0.9984755874223783
m12	s0	3	0.6511395108055155	0.008049388973714003	1.0
m12	s1	3	0.755179281322838	0.015238680499596402	1.0
m12	s2	3	0.493557686332572	0.01815305766616713	1.0
m12	s3	3	0.15003873487249134	0.00191314561166747	1.0
m13	s0	3	0.6511395108055155	0.008049388973714003	0.9981848395889289
m13	s1	3	0.755179281322838	0.015238680499596402	0.9981848395889289
m13	s2	3	0.493557686332572	0.01815305766616713	0.9981848395889289
m13	s3	3	0.15003873487249134	0.00191314561166747	0.9981848395889289
m20	s0	3	0.6511395108055155	0.008049388973714003	0.9999999996992379
m20	s1	3	0.755179281322838	0.015238680499596402	0.9999999996992379
m20	s2	3	0.493557686332572	0.01815305766616713	0.9999999996992379
m20	s3	3	0.15003873487249134	0.00191314561166747	0.9999999996992379
m21	s0	3	0.6511395108055155	0.008049388973714003	0.99999995338957
m21	s1	3	0.755179281322838	0.015238680499596402	0.99999995338957
m21	s2	3	0.493557686332572	0.01815305766616713	0.99999995338957
m21	s3	3	0.15003873487249134	0.00191314561166747	0.99999995338957
m22	s0	3	0.6511395108055155	0.008049388973714003	0.9966520060520246
m22	s1	3	0.755179281322838	0.015238680499596402	0.9966520060520246
m22	s2	3	0.493557686332572	0.01815305766616713	0.9966520060520246
m22	s3	3	0.15003873487249134	0.00191314561166747	0.9966520060520246
m24	s0	3	0.6511395108055155	0.008049388973714003	0.9999999959836678
m24	s1	3	0.755179281322838	0.015238680499596402	0.9999999959836678
m24	s2	3	0.493557686332572	0.01815305766616713	0.9999999959836678
m24	s3	3	0.15003873487249134	0.00191314561166747	0.9999999959836678
m29	s0	3	0.6511395108055155	0.008049388973714003	0.9999997574724829
m29	s1	3	0.755179281322838	0.015238680499596402	0.9999997574724829
m29	s2	3	0.493557686332572	0.01815305766616713	0.9999997574724829
m29	s3	3	0.15003873487249134	0.00191314561166747	0.9999997574724829
m34	s0	3	0.6511395108055155	0.008049388973714003	1.0
m34	s1	3	0.755179281322838	0.015238680499596402	1.0
m34	s2	3	0.493557686332572	0.01815305766616713	1.0
m34	s3	3	0.15003873487249134	0.00191314561166747	1.0
m35	s0	3	0.6511395108055155	0.008049388973714003	0.9999999999337135
m35	s1	3	0.755179281322838	0.015238680499596402	0.9999999999337135
m35	s2	3	0.493557686332572	0.01815305766616713	0.9999999999337135
m35	s3	3	0.15003873487249134	0.00191314561166747	0.9999999999337135
m37	s0	3	0.6511395108055155	0.008049388973714003	0.9843547288175926
m37	s1	3	0.755179281322838	0.015238680499596402	0.9843547288175926
m37	s2	3	0.493557686332572	0.01815305766616713	0.9843547288175926
m37	s3	3	0.15003873487249134	0.00191314561166747	0.9843547288175926
m47	s0	3	0.6511395108055155	0.008049388973714003	0.9999999011946783
m47	s1	3	0.755179281322838	0.015238680499596402	0.9999999011946783
m47	s2	3	0.493557686332572	0.01815305766616713	0.9999999011946783
m47	s3	3	0.15003873487249134	0.00191314561166747	0.9999999011946783
m50	s0	3	0.6511395108055155	0.008049388973714003	0.9999752364814722
m50	s1	3	0.755179281322838	0.015238680499596402	0.9999752364814722
m50	s2	3	0.493557686332572	0.01815305766616713	0.9999752364814722
m50	s3	3	0.15003873487249134	0.00191314561166747	0.9999752364814722
m54	s0	3	0.6511395108055155	0.008049388973714003	0.9999999999999982
m54	s1	3	0.755179281322838	0.015238680499596402	0.9999999999999982
m54	s2	3	0.493557686332572	0.01815305766616713	0.9999999999999982
m54	s3	3	0.15003873487249134	0.00191314561166747	0.9999999999999982
m55	s0	3	0.6511395108055155	0.008049388973714003	1.0
m55	s1	3	0.755179281322838	0.015238680499596402	1.0
m55	s2	3	0.493557686332572	0.01815305766616713	1.0
m55	s3	3	0.15003873487249134	0.00191314561166747	1.0
m60	s0	3	0.6511395108055155	0.008049388973714003	0.6018858121563753
m60	s1	3	0.755179281322838	0.015238680499596402	0.6018858121563753
m60	s2	3	0.493557686332572	0.01815305766616713	0.6018858121563753
m60	s3	3	0.15003873487249134	0.00191314561166747	0.6018858121563753
m64	s0	3	0.6511395108055155	0.008049388973714003	0.981142650991626
m64	s1	3	0.755179281322838	0.015238680499596402	0.981142650991626
m64	s2	3	0.493557686332572	0.01815305766616713	0.981142650991626
m64	s3	3	0.15003873487249134	0.00191314561166747	0.981142650991626
m72	s0	3	0.6511395108055155	0.008049388973714003	0.9883347964452952
m72	s1	3	0.755179281322838	0.015238680499596402	0.9883347964452952
m72	s2	3	0.493557686332572	0.01815305766616713	0.9883347964452952
m72	s3	3	0.15003873487249134	0.00191314561166747	0.9883347964452952
m74	s0	3	0.6511395108055155	0.008049388973714003	0.9999999999784279
m74	s1	3	0.755179281322838	0.015238680499596402	0.9999999999784279
m74	s2	3	0.493557686332572	0.01815305766616713	0.9999999999784279
m74	s3	3	0.15003873487249134	0.00191314561166747	0.9999999999784279
m76	s0	3	0.6511395108055155	0.008049388973714003	0.9995337249034012
m76	s1	3	0.755179281322838	0.015238680499596402	0.9995337249034012
m76	s2	3	0.493557686332572	0.01815305766616713	0.9995337249034012
m76	s3	3	0.15003873487249134	0.00191314561166747	0.9995337249034012
m80	s0	3	0.6511395108055155	0.008049388973714003	0.9999993127077448
m80	s1	3	0.755179281322838	0.015238680499596402	0.9999993127077448
m80	s2	3	0.493557686332572	0.01815305766616713	0.9999993127077448
m80	s3	3	0.15003873487249134	0.00191314561166747	0.9999993127077448
m91	s0	3	0.6511395108055155	0.008049388973714003	0.9930913449991721
m91	s1	3	0.755179281322838	0.015238680499596402	0.9930913449991721
m91	s2	3	0.493557686332572	0.01815305766616713	0.9930913449991721
m91	s3	3	0.15003873487249134	0.00191314561166747	0.9930913449991721
